OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
100,2016,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,Seattle,WA,98109,1983200325,7,LAKE UNION,47.62424,-122.33646,2010,1,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826,Parking,150726,Other,15139,,96,48,48.40000153,144,144.3999939,13795954,13909270,0,3772301,12871091,9248.610352,924861,False,,Compliant,,138.85,0.44
102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,Seattle,WA,98109,1984200065,3,LAKE UNION,47.62642,-122.33325,1990,1,7,282863,44766,238097,"Hotel, Parking",Hotel,235788,Parking,51537,,,,37,82.5,85.59999847,184,189.1999969,19459304,20194606,0,3218245,10980652,84786.50781,8478651,False,,Compliant,,526.85,1.86
103,2016,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,WA,98109,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1,389000,0,389000,Other,Other,368000,,,,,,,64.30000305,64.5,151.6000061,152.1000061,23658978,23736924,6093150,4226010,14419146,6886.799805,688680,False,,Compliant,,607.41,1.56
104,2016,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,WA,98109,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1,91213,0,91213,Other,Other,65000,,,,,,,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881,4120130,1100268.125,3754115,0,0,False,,Compliant,,344.2,3.77
106,2016,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,WA,98109,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1,5,396085,0,396085,Other,Other,278500,,,,,,,75.19999695,76.30000305,138.1000061,140,20955026,21257836,9763690,2125534.75,7252325,0,0,False,,Compliant,,804.2,2.03
107,2016,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,Seattle,WA,98109,1986200410,7,LAKE UNION,47.62112,-122.33629,2010,1,12,571329,0,571329,"Office, Other, Parking",Office,598801,Parking,310699,Other,26203,,91,63.40000153,64.19999695,174.1999969,176.3999939,39605888,40153432,0,9439097,32206199,73996.85156,7399685,False,,Compliant,,617.52,1.08
110,2016,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,Seattle,WA,98109,1988200440,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1,2,52000,0,52000,Other,Other,52000,,,,,,,52.40000153,51.59999847,110.4000015,109.5,2726369,2682242.75,1202380,379058.9063,1293349,0,0,False,,Compliant,,101.83,1.96
111,2016,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,WA,98109,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1,1,60696,0,60696,Other,Other,108000,,,,,,,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0,256724.2969,875943,0,0,False,,Compliant,,6.11,0.1
112,2016,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seattle,WA,98109,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1,2,262048,0,262048,Other,Other,296000,,,,,,,70,70.30000305,171.1999969,175.1999969,20723248,20823520,5137220,3960341.75,13512686,0,0,False,,Compliant,,490.73,1.87
113,2016,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,Seattle,WA,98109,1988200705,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900,Data Center,5181,Distribution Center,4551,,,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0,1221074.25,4166305,0,0,False,,Compliant,,29.04,0.44
114,2016,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,Seattle,WA,98109,1988201155,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1,6,920598,303707,616891,"Office, Other, Parking",Office,729584,Parking,185014,Other,6000,,93,49.79999924,51.79999924,130.8000031,131.6000061,36667044,38105108,0,8088294.5,27597261,90697.79688,9069780,False,,Compliant,,674.09,0.73
115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,Seattle,WA,98033,1989200850,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1,4,76213,25930,50283,"Office, Other, Parking",Office,48546,Parking,21454,Other,2406,,68,68.19999695,71.59999847,192.3999939,196,3476212.5,3647345.75,0,863039.875,2944692,5315.200195,531520,False,,Compliant,,48.76,0.64
116,2016,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,Seattle,WA,98109,1989201125,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1,6,96910,36934,59976,"Hotel, Parking",Hotel,59976,Parking,36934,,,,56,86,87.90000153,182.1999969,188.3999939,5155568.5,5274523,0,772863.625,2637011,25185.58008,2518558,False,,Compliant,,152.14,1.57
117,2016,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,Seattle,WA,98105,1142001871,4,NORTHEAST,47.65772,-122.31756,1962,2,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017,Swimming Pool,0,,,,53,108.9000015,110.5,203.3000031,205.8000031,5448975,5528580.5,0,623770.6875,2128306,33206.69141,3320669,False,,Compliant,,191.2,3.82
118,2016,SPS-District K-12,K-12 School,Pathfinder K-8,1901 SW Genesee St.,Seattle,WA,98106,1324039116,1,DELRIDGE,47.5636,-122.358,1999,1,3,74468,0,74468,K-12 School,K-12 School,75364,,,,,,,0,0,0,0,0,0,0,497706.8125,1698176,0,0,False,,Missing Data,,11.84,0.16
119,2016,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,Seattle,WA,98112,1336800825,3,EAST,47.62548,-122.30828,1923,1,3,67743,0,67743,K-12 School,K-12 School,67743,,,,,,34,39.09999847,44.79999924,82.30000305,89.30000305,2646879,3036464,0,392082.5938,1337786,13090.93066,1309093,False,,Compliant,,78.85,1.16
120,2016,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,WA,98112,1338800660,3,EAST,47.62644,-122.30429,1908,1,6,194104,0,194104,K-12 School,K-12 School,194104,,,,,,100,32,37.09999847,54,60.09999847,6219841.5,7204080,0,553309.6875,1887893,43319.48828,4331949,False,,Compliant,,243.23,1.25
121,2016,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,Seattle,WA,98144,1498303116,3,SOUTHEAST,47.58408,-122.30125,2003,1,3,99433,35752,63681,"Office, Parking",Office,63681,Parking,35752,,,,63,76.90000153,78.19999695,241.5,245.6000061,4897760,4980737.5,0,1435451.25,4897760,0,0,False,,Compliant,,34.14,0.34
122,2016,SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,Seattle,WA,98144,1524049002,2,SOUTHEAST,47.57324,-122.29058,1991,1,2,58933,0,58933,K-12 School,K-12 School,60725,,,,,,,0,0,0,0,0,0,0,687906.875,2347138,0,0,False,,Missing Data,,16.36,0.28
125,2016,SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,Seattle,WA,98108,1624049214,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1,1,130862,0,130862,K-12 School,K-12 School,134446,,,,,,61,48,54.29999924,85.59999847,93.5,6456026,7300977.5,0,663194.5,2262820,41932.06641,4193207,True,,Error - Correct Default Data,,238.48,1.82
127,2016,SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,Seattle,WA,98118,1704900242,2,SOUTHEAST,47.55478,-122.27596,1989,1,3,59955,0,59955,K-12 School,K-12 School,59955,,,,,,93,27.20000076,29.20000076,78.69999695,83,1633399.375,1749171.25,0,420989.4063,1436416,1969.83252,196983,True,,Error - Correct Default Data,,20.48,0.34
130,2016,SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,Seattle,WA,98119,1794501220,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1,2,93218,0,93218,K-12 School,K-12 School,93218,,,,,,86,31,34.5,65.90000153,70.80000305,2887392,3216155,0,435743.8125,1486758,14006.33984,1400634,True,,Error - Correct Default Data,,84.75,0.91
131,2016,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,WA,98115,1797500625,4,NORTHEAST,47.67524,-122.31534,1941,1,4,56521,0,56521,Other,Other,49000,,,,,,,129.6999969,129.8999939,407.3999939,408,6357632,6367210,0,1863315.125,6357631,0,0,False,,Compliant,,44.32,0.78
132,2016,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,Seattle,WA,98115,1797500715,4,NORTHEAST,47.67559,-122.31769,1929,1,2,206934,0,206934,"Other, Parking",Other,119146,Parking,0,,,,,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0,586489.8125,2001103,22524.74023,2252474,False,,Compliant,,133.58,0.65
136,2016,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,Seattle,WA,98133,1926049012,5,NORTHWEST,47.73141,-122.3458,2001,1,4,51390,0,51390,"Hotel, Parking",Hotel,51390,Parking,0,,,,89,70.30000305,70.40000153,130.6999969,130.8999939,3611538,3616214,0,409815,1398289,22132.49023,2213249,False,,Compliant,,127.29,2.48
137,2016,SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,Seattle,WA,98133,1926049025,5,NORTHWEST,47.72463,-122.35315,1963,1,2,131013,0,131013,K-12 School,K-12 School,131909,,,,,,88,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0,520365.6875,1775488,21190.9668,2119097,True,,Error - Correct Default Data,,124.92,0.95
138,2016,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,Seattle,WA,98133,1926049321,5,NORTHWEST,47.7257,-122.33684,1959,1,1,245587,0,245587,K-12 School,K-12 School,245587,,,,,,92,47.90000153,52.40000153,83.69999695,89.09999847,11765682,12870916,0,1150648.125,3926011,78396.69531,7839670,False,,Compliant,,443.73,1.81
139,2016,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,WA,98133,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1,3,69138,0,69138,Hotel,Hotel,70609,,,,,,78,45.90000153,47.09999847,101.5999985,104.6999969,3242458,3323400.5,0,528396.6875,1802889,14395.68164,1439568,False,,Compliant,,89.02,1.29
140,2016,SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,Seattle,WA,98103,1931301145,6,LAKE UNION,47.65464,-122.34912,1991,1,3,66588,0,66588,K-12 School,K-12 School,66588,,,,,,,0,0,0,0,0,0,0,616730.8125,2104286,0,0,False,,Missing Data,,14.67,0.22
144,2016,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,Seattle,WA,98104,1974600035,7,DOWNTOWN,47.6048,-122.3368,1904,1,5,190980,0,190980,"Hotel, Parking",Hotel,190980,Parking,19051,,,,98,34.09999847,34.09999847,84,84,6505995,6505995,0,1290419.25,4402910,21030.83984,2103084,False,,Compliant,,142.39,0.75
145,2016,Nonresidential COS,Other,Benaroya Hall,200 University Street,Seattle,WA,98111,1974700025,7,DOWNTOWN,47.60804,-122.3367,1998,1,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750,,,,,,,77.19999695,78.40000153,192.5,192,14641502,14881950,4311136,2873101.25,9803021,5273.430176,527343,False,,Compliant,,429.12,1.51
147,2016,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,Seattle,WA,98107,2767703875,6,BALLARD,47.66737,-122.37956,1954,4,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661,Parking,148865,,,,14,225,157.3000031,479.5,251.8000031,68090728,47602720,0,10327434,35237205,328535.125,32853512,False,,Compliant,,1990.5,6.98
