,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,SPD MCPP Areas,City Council Districts,SPD Beats,Zip Codes,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete,Address,City,State,ZipCode,Latitude,Longitude
267,394,2016,NonResidential,Large Office,501 Eastlake Ave. (ID394) Republican Building,0209000050,,7,LAKE UNION,2001,1.0,5.0,176532,70067,106465,"Office, Parking",Office,103494.0,Parking,70067.0,,,2015,60.0,56.09999847,56.09999847,176.1000061,176.1000061,5803409.0,5803409.0,0.0,1700881.75,5803409.0,0.0,0.0,,40.46,0.23,False,,Compliant,,,,,,,1,1,,15,5.0,50477.24232355536,,12.081257442038211,11.157207206119491,11.575571571620499,15.573956061474892,15.573956061474892,4.027135785255923,4.027135785255923,3.7003138317395994,-1.4696759700589417,10.82927786663324,2.70805020110221,501 EASTLAKE AVE E,Seattle,WA,98109.0,47.62333,-122.3296
267,394,2015,NonResidential,Large Office,REPUBLICAN BUILDING,209000050,"{'latitude': '47.62347121', 'longitude': '-122.32929694', 'human_address': '{""address"": ""501 EASTLAKE AVE E"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,2001,1.0,5.0,176532,70067,106465,"Office, Parking",Office,103494.0,Parking,70067.0,,,2015,44.0,65.2,65.2,204.6,204.6,6743116.0,6743116.0,0.0,1976294.0,6743395.0,0.0,0.0,0.0,47.01,0.1,No,,Compliant,,,56.0,,10.0,18390.0,1,1,,14,5.0,50477.24232355536,,12.081257442038211,11.157207206119491,11.575571571620499,15.724032690594107,15.724032690594107,4.177459468932607,4.177459468932607,3.850360345036039,-2.3025850929940455,10.82927786663324,2.6390573296152584,,,,,,
271,399,2016,NonResidential,Large Office,1201 Third Avenue,1974700120,,7,DOWNTOWN,1988,1.0,55.0,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,Parking,264481.0,Other,133598.0,2017201120102007,92.0,46.70000076,48.5,140.1999969,145.3000031,53079164.0,55140300.0,2179487.75,14499658.0,49472833.0,14268.40039,1426840.0,,588.9,0.42,False,,Compliant,,,,,,,1,1,,28,55.0,333513.84845575463,,14.151982794585487,12.560244459250788,13.924364962876357,17.787295017492646,17.825391404241532,3.8437441809489417,3.8815637979434374,6.378256389950525,-0.8675005677047231,12.717439668080655,3.332204510175204,1201 3rd ave,Seattle,WA,98101.0,47.60723,-122.33611
271,399,2015,NonResidential,Large Office,WASH MUTUAL TOWER (1201 THIRD AVE),1974700120,"{'latitude': '47.60722258', 'longitude': '-122.3361529', 'human_address': '{""address"": ""1201 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1988,1.0,55.0,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,1021940.0,Parking,264481.0,Other,123433.0,"2017, 2011, 2010, 2007",94.0,44.7,47.5,134.2,142.0,51625548.0,54830920.0,1923581.0,14092650.0,48086118.0,16178.0,1617830.0,0.0,569.61,0.26,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,27,55.0,333513.84845575463,,14.151982794585487,12.560244459250788,13.924364962876357,17.75952722420124,17.81976482637497,3.7999735016195233,3.8607297110405954,6.344951916123433,-1.3470736479666092,12.717439668080655,3.295836866004329,,,,,,
272,400,2015,NonResidential,Small- and Mid-Sized Office,GALLAND & SENECA BUILDINGS,1974700175,"{'latitude': '47.60679898', 'longitude': '-122.3371001', 'human_address': '{""address"": ""1201 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1906,1.0,6.0,98370,25920,72450,Office,Office,98370.0,,,,,,45.0,66.3,66.5,207.5,207.7,6525887.0,6541579.0,0.0,1901522.0,6488262.0,379.0,37893.0,0.0,47.24,0.2,No,,Compliant,,,14.0,,30.0,18081.0,1,1,,109,6.0,38447.713171003095,,11.496491158506803,10.16277015046621,11.190651947748828,15.691287440631521,15.693689131600953,4.194189897191817,4.197201947661808,3.8552409913291616,-1.6094379124341003,10.55705449776852,4.6913478822291435,,,,,,
274,402,2015,NonResidential,Large Office,US BANK CENTRE,1975700080,"{'latitude': '47.61047982', 'longitude': '-122.3345417', 'human_address': '{""address"": ""1420 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1989,1.0,46.0,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,Parking,377046.0,Other,53116.0,"2017, 2016, 2014, 2013, 2012, 2011, 2010, 2009, 2007",90.0,51.2,54.1,154.7,163.8,55813996.0,58978248.0,0.0,15458670.0,52747171.0,30690.0,3069000.0,0.0,530.7,0.2,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,26,46.0,296789.97353764164,,14.245086646132766,13.14726669950121,13.839225131454683,17.837535220273125,17.89267925592546,3.9357395320454622,3.9908341858524357,6.274196889833849,-1.6094379124341003,12.60078000782348,3.258096538021482,,,,,,
273,402,2016,NonResidential,Large Office,US Bank Centre,1975700080,,7,DOWNTOWN,1989,1.0,46.0,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,Parking,377046.0,Other,53116.0,201720162014201320122011201020092007,89.0,51.90000153,53.59999847,157.3000031,162.6999969,56606136.0,58506844.0,0.0,15729209.0,53668061.0,29380.69922,2938070.0,,530.18,0.35,False,,Compliant,,,,,,,1,1,,27,46.0,296789.97353764164,,14.245086646132766,13.14726669950121,13.839225131454683,17.851627947191478,17.88465429681211,3.9493188196516114,3.9815490395319797,6.273216571528962,-1.0498221244986778,12.60078000782348,3.295836866004329,1420 5th Avenue,Seattle,WA,98101.0,47.61054,-122.33466
280,409,2015,NonResidential,Large Office,WASHINGTON FEDERAL BUILDING,1975700240,"{'latitude': '47.61030844', 'longitude': '-122.3356898', 'human_address': '{""address"": ""425 PIKE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1984,1.0,6.0,109830,13200,96630,"Office, Parking, Retail Store",Office,83485.0,Parking,13200.0,Retail Store,5000.0,,40.0,84.3,84.3,264.6,264.6,7456330.0,7456330.0,0.0,2185325.0,7456638.0,0.0,0.0,0.0,51.98,0.18,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,31,6.0,46562.314392441105,,11.606688994782392,9.487972108574462,11.478644530993353,15.824573894024788,15.824573894024788,4.4343818650078095,4.4343818650078095,3.950859029213344,-1.7147984280919266,10.748546788911364,3.4339872044851463,,,,,,
279,409,2016,NonResidential,Large Office,Washington Federal,1975700240,,7,DOWNTOWN,1984,1.0,6.0,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,Parking,13200.0,Retail Store,5000.0,,45.0,87.90000153,87.90000153,275.8999939,275.8999939,7335905.5,7335905.5,0.0,2150030.75,7335905.0,0.0,0.0,,51.14,0.47,False,,Compliant,,,,,,,1,1,,32,6.0,46562.314392441105,,11.606688994782392,9.487972108574462,11.478644530993353,15.808291411156079,15.808291411156079,4.476199822097274,4.476199822097274,3.9345669698630408,-0.7550225842780328,10.748546788911364,3.4657359027997265,425 Pike Street,Seattle,WA,98101.0,47.61033,-122.3357
281,410,2015,NonResidential,Hotel,MOTIF SEATTLE,1975700255,"{'latitude': '47.60984368', 'longitude': '-122.335888', 'human_address': '{""address"": ""1414 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1973,1.0,19.0,332067,59280,272787,Hotel,Hotel,332067.0,,,,,,8.0,106.6,102.0,244.6,230.4,35383012.0,33881240.0,11846815.0,5928193.0,20227834.0,33092.0,3309200.0,0.0,1231.19,3.45,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,42,19.0,105421.60971721805,2,12.713092034767202,10.990027259969969,12.516446549857013,17.38174237591573,17.338372026842244,4.669083511731744,4.624972813284271,7.11573646033444,1.2383742310432684,11.565722919854544,3.7376696182833684,,,,,,
280,410,2016,NonResidential,Hotel,Motif Seattle,1975700255,,7,DOWNTOWN,1973,0.0,19.0,332067,59280,272787,Hotel,Hotel,332067.0,,,,,,6.0,113.8000031,114.4000015,251.3000031,249.3000031,37785552.0,37984148.0,15586014.0,5803207.0,19800542.0,23989.94922,2398995.0,,1468.5,4.42,False,,Compliant,,,,,,,1,1,,43,19.0,105421.60971721805,2,12.713092034767202,10.990027259969969,12.516446549857013,17.44743736530206,17.452679472761364,4.7344425489330035,4.739701092057586,7.291996750638675,1.4861396960896067,11.565722919854544,3.7612001156935624,1414 4th Ave,Seattle,WA,98101.0,47.60996,-122.33572
286,415,2015,NonResidential,Large Office,CENTURY SQUARE,1975700390,"{'latitude': '47.61046458', 'longitude': '-122.3376779', 'human_address': '{""address"": ""1501 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1985,1.0,30.0,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,Parking,126891.0,Restaurant,13422.0,"2012, 2010, 2009, 2008",67.0,88.4,94.0,222.1,234.5,59124384.0,62832808.0,372528.0,12119040.0,41351881.0,174017.0,17401697.0,0.0,1241.23,1.41,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,30,30.0,193235.81927309558,,13.534473028231162,11.810523214209386,13.338019769765166,17.895153986117446,17.955987915406574,4.481871969643598,4.543294782270004,7.123858102440043,0.34358970439007686,12.171666583540368,3.4011973816621555,,,,,,
285,415,2016,NonResidential,Large Office,Century Square - COS Compliance,1975700390,,7,DOWNTOWN,1985,1.0,30.0,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,Parking,126891.0,Restaurant,13422.0,,72.0,78.09999847,80.69999695,217.1000061,224.3000031,52226204.0,53974556.0,519390.0,12661185.0,43199963.0,85068.4375,8506844.0,,793.05,1.05,False,,Compliant,,,,,,,1,1,,31,30.0,193235.81927309558,,13.534473028231162,11.810523214209386,13.338019769765166,17.77109491923403,17.804023308300742,4.357990037255371,4.390738537481602,6.675886271349569,0.04879016416943205,12.171666583540368,3.4339872044851463,1501 4th Ave,Seattle,WA,98101.0,47.61022,-122.33745
293,422,2015,NonResidential,Large Office,TWO UNION SQUARE,1976700125,"{'latitude': '47.61001362', 'longitude': '-122.3323936', 'human_address': '{""address"": ""601 UNION ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1989,1.0,56.0,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,Parking,389860.0,Other,30744.0,"2009, 2005",97.0,35.9,37.1,108.0,111.8,48342560.0,49973408.0,595133.0,13243190.0,45187640.0,25617.0,2561662.0,0.0,496.99,0.19,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,26,56.0,351752.1756930074,,14.288994374327542,12.873542979300137,14.010845406718719,17.693822890050036,17.727001581915363,3.580737295494233,3.6136169696133895,6.208569905169858,-1.6607312068216509,12.770682160296547,3.258096538021482,,,,,,
292,422,2016,NonResidential,Large Office,Two Union Square,1976700125,,7,DOWNTOWN,1989,1.0,56.0,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,Parking,389860.0,Other,30744.0,20092005,97.0,36.79999924,37.90000153,110.3000031,113.3000031,49517704.0,50984500.0,915654.875,13505807.0,46081813.0,25202.29883,2520230.0,,525.78,0.33,False,,Compliant,,,,,,,1,1,,27,56.0,351752.1756930074,,14.288994374327542,12.873542979300137,14.010845406718719,17.717840820160713,17.747032222926453,3.605497824522711,3.634951152457773,6.2648828742958145,-1.1086626245216111,12.770682160296547,3.295836866004329,601 Union St.,Seattle,WA,98101.0,47.61043,-122.33206
295,424,2015,NonResidential,Large Office,PARK PLACE OFFICE BLDG,1976700185,"{'latitude': '47.6090932', 'longitude': '-122.3320105', 'human_address': '{""address"": ""1200 6TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1971,1.0,21.0,456304,93204,363100,"Office, Parking",Office,342952.0,Parking,106466.0,,,,74.0,57.1,62.1,179.4,195.1,19594950.0,21311882.0,0.0,5742952.0,19595766.0,0.0,0.0,0.0,136.6,0.11,No,,Compliant,,,14.0,,24.0,18081.0,1,1,,44,21.0,127744.81064594246,,13.030914533039684,11.442545918207648,12.802433557402427,16.790782437941267,16.87477531552014,4.044804116661965,4.128745988939433,4.91705694713669,-2.2072749131897207,11.757789886074098,3.784189633918261,,,,,,
294,424,2016,NonResidential,Large Office,PARK PLACE OFFICE BLDG (ID424),1976700185,,7,DOWNTOWN,1971,1.0,21.0,456304,93204,363100,"Office, Parking",Office,342952.0,Parking,106466.0,,,,74.0,56.59999847,59.5,177.6000061,187.0,19397324.0,20421248.0,0.0,5685030.0,19397322.0,0.0,0.0,,135.23,0.3,False,,Compliant,,,,,,,1,1,,45,21.0,127744.81064594246,,13.030914533039684,11.442545918207648,12.802433557402427,16.780645676374885,16.832086485385652,4.036008958177335,4.085976312551584,4.906977032485268,-1.2039728043259361,11.757789886074098,3.8066624897703196,1200 6th Avenue,Seattle,WA,98101.0,47.60909,-122.33202
295,425,2016,NonResidential,Large Office,First and Stewart,1977200020,,7,DOWNTOWN,1986,1.0,12.0,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,Parking,11844.0,Restaurant,528.0,2017201520142013,89.0,45.20000076,45.20000076,141.8000031,141.8000031,4757299.5,4757299.5,0.0,1394284.625,4757299.0,0.0,0.0,,33.17,0.29,False,,Compliant,,,,,,,1,1,,30,12.0,52367.69419005383,,11.660111950995853,9.625095526991439,11.520069882730548,15.375190733281174,15.375190733281174,3.8110971036523447,3.8110971036523447,3.501645852958961,-1.2378743560016174,10.866045157090047,3.4011973816621555,101 Stewart Street,Seattle,WA,98101.0,47.61029,-122.34089
296,425,2015,NonResidential,Large Office,L&B CIP FIRST & STEWART LLC,1977200020,"{'latitude': '47.61022844', 'longitude': '-122.3408168', 'human_address': '{""address"": ""101 STEWART ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1986,1.0,12.0,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,Parking,11844.0,Restaurant,528.0,"2017, 2015, 2014, 2013",74.0,52.6,52.6,165.3,165.3,5543575.0,5543575.0,0.0,1624729.0,5543805.0,0.0,0.0,0.0,38.65,0.13,No,,Compliant,,,14.0,,30.0,18081.0,1,1,,29,12.0,52367.69419005383,,11.660111950995853,9.625095526991439,11.520069882730548,15.52815015746173,15.52815015746173,3.9627161197436642,3.9627161197436642,3.654546775033431,-2.0402208285265546,10.866045157090047,3.367295829986474,,,,,,
297,426,2015,NonResidential,Small- and Mid-Sized Office,WORLD TRADE CENTER-WEST,1977200135,"{'latitude': '47.61123119', 'longitude': '-122.3477109', 'human_address': '{""address"": ""2200 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1999,1.0,4.0,87500,17500,70000,"Office, Other",Office,70090.0,Other,1672.0,,,,82.0,54.7,54.7,171.8,171.8,3925806.0,3925806.0,0.0,1150588.0,3925969.0,0.0,0.0,0.0,27.37,0.12,No,,Compliant,,,5.0,,9.0,19576.0,1,1,,16,4.0,38666.010488516724,,11.379394072345706,9.769956159911606,11.156250521031495,15.183082238435627,15.183082238435627,4.001863709427935,4.001863709427935,3.309447523052588,-2.120263536200091,10.56271621115183,2.772588722239781,,,,,,
296,426,2016,NonResidential,Small- and Mid-Sized Office,World Trade Center West,1977200135,,7,DOWNTOWN,1999,1.0,4.0,87500,17500,70000,"Office, Other",Office,70090.0,Other,1672.0,,,,72.0,63.40000153,63.40000153,199.1000061,199.1000061,4549892.0,4549892.0,0.0,1333496.75,4549891.0,0.0,0.0,,31.72,0.36,False,,Compliant,,,,,,,1,1,,17,4.0,38666.010488516724,,11.379394072345706,9.769956159911606,11.156250521031495,15.330614054381687,15.330614054381687,4.149463885575672,4.149463885575672,3.456947396766647,-1.0216512475319814,10.56271621115183,2.833213344056216,2200 Alaskan Way,Seattle,WA,98121.0,47.61116,-122.34748
298,427,2015,NonResidential,Large Office,WORLD TRADE CENTER-EAST,1977200187,"{'latitude': '47.61160526', 'longitude': '-122.3475713', 'human_address': '{""address"": ""2211 ELLIOTT AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1998,1.0,11.0,374405,184776,189629,"Laboratory, Office",Office,182255.0,Laboratory,10543.0,,,"2016, 2015, 2012",77.0,61.9,67.2,194.2,211.1,11924933.0,12963244.0,0.0,3494998.0,11925428.0,0.0,0.0,0.0,83.13,0.09,No,,Compliant,,,5.0,,9.0,19576.0,1,1,,17,11.0,75009.84385743382,,12.833093378197255,12.126899559625995,12.15282481069335,16.294141976274258,16.377628526208397,4.12552017969055,4.207673247529104,4.420405647542997,-2.4079456086518722,11.225374635338182,2.833213344056216,,,,,,
297,427,2016,NonResidential,Large Office,World Trade Center East-Seattle,1977200187,,7,DOWNTOWN,1998,1.0,11.0,374405,184776,189629,"Laboratory, Office",Office,150969.0,Laboratory,41829.0,,,201620152012,72.0,69.09999847,69.09999847,217.1000061,217.1000061,13329024.0,13329024.0,0.0,3906513.0,13329022.0,0.0,0.0,,92.92,0.25,False,,Compliant,,,,,,,1,1,,18,11.0,75009.84385743382,,12.833093378197255,12.126899559625995,12.15282481069335,16.405454471169726,16.405454471169726,4.235554708631801,4.235554708631801,4.531738907902208,-1.3862943611198906,11.225374635338182,2.8903717578961645,2211 Elliott Ave,Seattle,WA,98121.0,47.6117,-122.34778
307,437,2015,NonResidential,Medical Office,VIRGINIA MASON- LINDEMAN PAVILION,1978200280,"{'latitude': '47.6104434', 'longitude': '-122.3284162', 'human_address': '{""address"": ""1201 TERRY AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",3,EAST,1945,1.0,3.0,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,,,,65.0,89.3,90.6,250.4,251.8,14465798.0,14681288.0,796291.0,3542055.0,12085993.0,15840.0,1584017.0,0.0,229.84,0.67,No,,Compliant,,,19.0,,12.0,18081.0,1,1,,70,3.0,81885.4800926934,1,12.491251587763836,11.55214617812351,11.99535161421452,16.487297662516735,16.502084315721472,4.492001487882454,4.506454213048934,5.437383414671034,-0.40047756659712525,11.31307696587824,4.248495242049359,,,,,,
306,437,2016,NonResidential,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,1978200280,,3,EAST,1945,1.0,3.0,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,,,,65.0,85.90000153,86.5,244.1999969,244.8000031,13911761.0,14009703.0,476741.8125,3488557.5,11902958.0,15320.58984,1532059.0,,201.15,0.76,False,,Compliant,,,,,,,1,1,,71,3.0,81885.4800926934,1,12.491251587763836,11.55214617812351,11.99535161421452,16.448245155455233,16.455260718945016,4.453183846801618,4.460144413937834,5.304050898395797,-0.2744368457017603,11.31307696587824,4.2626798770413155,901 University Street,Seattle,WA,98101.0,47.61048,-122.32837
308,438,2015,NonResidential,Medical Office,1101 MADISON TOWER,1978200625,"{'latitude': '47.60921478', 'longitude': '-122.3242569', 'human_address': '{""address"": ""1101 MADISON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,1992,1.0,14.0,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,Parking,270383.0,,,"2012, 2010, 2007, 2006",68.0,69.7,69.7,218.8,218.8,18841144.0,18841144.0,0.0,5522024.0,18841928.0,0.0,0.0,0.0,131.35,0.07,No,,Compliant,,,19.0,,12.0,18379.0,1,1,,23,14.0,99698.22177414974,1,13.444675835867509,12.918519876135115,12.550948756187347,16.75155354713736,16.75155354713736,4.244200317766478,4.244200317766478,4.877865516131549,-2.659260036932778,11.50990312002507,3.1354942159291497,,,,,,
307,438,2016,NonResidential,Medical Office,1101 Madison Tower,1978200625,,3,EAST,1992,1.0,14.0,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,Parking,270383.0,,,2012201020072006,58.0,78.19999695,78.19999695,245.6999969,245.6999969,21156670.0,21156670.0,0.0,6200665.0,21156669.0,0.0,0.0,,147.49,0.21,False,,Compliant,,,,,,,1,1,,24,14.0,99698.22177414974,1,13.444675835867509,12.918519876135115,12.550948756187347,16.86746578016928,16.86746578016928,4.359269608548707,4.359269608548707,4.993760376871411,-1.5606477482646683,11.50990312002507,3.1780538303479458,1101 Madison,Seattle,WA,98104.0,47.60921,-122.32425
309,439,2015,NonResidential,Mixed Use Property,FISHER PLAZA - EAST BUILDING KOMO-TV STUDIOS,1991200150,"{'latitude': '47.61932082', 'longitude': '-122.3481439', 'human_address': '{""address"": ""100 4TH AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,2001,1.0,6.0,378443,177660,200783,,,,,,,,,100.0,295.9,295.9,911.9,911.9,57439532.0,57439532.0,0.0,16363840.0,55835740.0,16061.0,1606119.0,0.0,474.54,0.62,No,,Compliant,,,56.0,,40.0,18390.0,1,1,,14,6.0,77367.32749951561,,12.843820746067374,12.087626890323692,12.209980001861155,17.86624333503874,17.86624333503874,5.690021559406164,5.690021559406164,6.162345913759381,-0.4780358009429998,11.256319845128585,2.6390573296152584,,,,,,
308,439,2016,NonResidential,Mixed Use Property,Fisher Plaza - East Building,1991200150,,7,LAKE UNION,2001,1.0,6.0,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,Office,108781.0,Data Center,54184.0,,100.0,283.7000122,283.7000122,874.0999756,874.0999756,55073120.0,55073120.0,0.0,15681864.0,53506520.0,15665.93945,1566594.0,,456.22,1.21,False,,Compliant,,,,,,,1,1,,15,6.0,77367.32749951561,,12.843820746067374,12.087626890323692,12.209980001861155,17.824172314799974,17.824172314799974,5.647917384817977,5.647917384817977,6.122975149310193,0.1906203596086497,11.256319845128585,2.70805020110221,140 4th Ave N,Seattle,WA,98109.0,47.61915,-122.34857
310,440,2015,NonResidential,Mixed Use Property,FISHER PLAZA - WEST BUILDING,1991200170,"{'latitude': '47.61892137', 'longitude': '-122.3485738', 'human_address': '{""address"": ""100 4TH AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,2001,1.0,6.0,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,Data Center,54385.0,Office,37721.0,,100.0,800.6,800.6,2511.1,2511.0,84980760.0,84976880.0,0.0,24863430.0,84837545.0,1467.0,146727.0,0.0,599.2,1.1,No,,Compliant,,,56.0,,40.0,18390.0,1,1,,14,6.0,50487.046002750634,,12.272955292057766,11.560972495941714,11.598295495687733,18.25793543589172,18.25788977745588,6.685361446558473,6.685361446558473,6.3955954322030095,0.09531017980432493,10.829472067560886,2.6390573296152584,,,,,,
309,440,2016,NonResidential,Mixed Use Property,Fisher Plaza - West Building,1991200170,,7,LAKE UNION,2001,1.0,6.0,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,Data Center,54385.0,Office,37721.0,,100.0,707.2999878,707.2999878,2217.800049,2217.800049,75073888.0,75073888.0,0.0,21957020.0,74917352.0,1565.25,156525.0,,530.59,2.48,False,,Compliant,,,,,,,1,1,,15,6.0,50487.046002750634,,12.272955292057766,11.560972495941714,11.598295495687733,18.13398335986916,18.13398335986916,6.561454886793252,6.561454886793252,6.273989594937273,0.9082585601768908,10.829472067560886,2.70805020110221,100 4th Ave N,Seattle,WA,98109.0,47.61915,-122.34857
311,441,2015,NonResidential,Hotel,BEST WESTERN EXECUTIVE INN - SEATTLE,1991200540,"{'latitude': '47.62040582', 'longitude': '-122.3459128', 'human_address': '{""address"": ""200 TAYLOR AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,1979,1.0,5.0,109017,29409,79608,Hotel,Hotel,20000.0,,,,,,27.0,91.9,96.3,213.6,227.6,10018321.0,10503717.0,0.0,1790218.0,6108477.0,39101.0,3910096.0,0.0,250.25,2.05,No,,Compliant,,,56.0,,40.0,18390.0,1,1,,36,5.0,41157.764526330066,2,11.599259112353021,10.289056028929835,11.284869869294997,16.119926074710172,16.167239752484534,4.520701029361642,4.56746831880408,5.52246041819533,0.7178397931503168,10.625167876673485,3.58351893845611,,,,,,
310,441,2016,NonResidential,Hotel,Best Western Executive Inn,1991200540,,7,LAKE UNION,1979,1.0,5.0,109017,29409,79608,Hotel,Hotel,109017.0,,,,,,34.0,86.90000153,89.0,199.1000061,205.8000031,9474745.0,9707963.0,0.0,1648708.875,5625395.0,38493.49609,3849350.0,,243.66,2.24,False,,Compliant,,,,,,,1,1,,37,5.0,41157.764526330066,2,11.599259112353021,10.289056028929835,11.284869869294997,16.064140395641846,16.088457034531707,4.464758049877791,4.48863636973214,5.495773810926261,0.8064758658669485,10.625167876673485,3.6109179126442243,200 Taylor Ave N,Seattle,WA,98109.0,47.62036,-122.34588
312,442,2015,NonResidential,Large Office,KING BROADCASTING,1991200870,"{'latitude': '47.6214758', 'longitude': '-122.3430502', 'human_address': '{""address"": ""333 DEXTER AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,1947,1.0,4.0,193788,37854,155934,"Data Center, Office, Other, Parking, Restaurant",Office,138672.0,Parking,47539.0,Other,11166.0,,59.0,105.8,104.0,332.3,326.4,16760217.0,16463978.0,0.0,4912139.0,16760914.0,0.0,0.0,0.0,116.84,0.23,No,,Compliant,,,56.0,,7.0,18390.0,1,1,,68,4.0,70574.28346606807,,12.174520057017068,10.541491933598865,11.957188119786306,16.634518600428425,16.61668540080629,4.661550519424199,4.6443908991413725,4.76080547751954,-1.4696759700589417,11.16442110026913,4.219507705176107,,,,,,
