,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,SPD MCPP Areas,City Council Districts,SPD Beats,Zip Codes,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete,Address,City,State,ZipCode,Latitude,Longitude
466,625,2015,NonResidential,Large Office,ZARRETT'S 0FFICE BUILDING - OLD OLYMPIC COLD STG,7666206220,"{'latitude': '47.58360662', 'longitude': '-122.3337054', 'human_address': '{""address"": ""2200 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1900,1.0,4.0,129000,25800,103200,Office,Office,104869.0,,,,,,85.0,38.0,38.0,119.3,119.3,3983784.0,3983784.0,0.0,1167580.0,3983948.0,0.0,0.0,0.0,27.77,0.08,No,,Compliant,,,57.0,,35.0,19584.0,1,1,,115,4.0,51499.80544673442,,11.76756768334381,10.158129770909708,11.544424132029599,15.197742679349368,15.197742679349368,3.6375861597263857,3.6375861597263857,3.323956301318708,-2.5257286443082556,10.84933330891138,4.74493212836325,,,,,,
467,628,2016,NonResidential,Distribution Center,Palmer Court Building,7666206676,,2,GREATER DUWAMISH,1910,1.0,6.0,75600,10800,64800,"Distribution Center, Office, Parking",Distribution Center,51040.0,Office,10500.0,Parking,6000.0,,15.0,43.70000076,43.70000076,137.1999969,137.1999969,2688675.75,2688675.75,0.0,788005.6875,2688675.0,0.0,0.0,,18.74,0.25,False,,Compliant,,,,,,,1,1,,106,6.0,35741.531628991834,2,11.233211562167625,9.287301413112312,11.079060882340366,14.804559344120012,14.804559344120012,3.777348119492849,3.777348119492849,2.930660276810276,-1.3862943611198906,10.484068642551527,4.663439094112067,1000 1st Ave S,Seattle,WA,98134.0,47.59403,-122.33367
469,628,2015,NonResidential,"Distribution Center
",PALMER BLDG,7666206676,"{'latitude': '47.59399214', 'longitude': '-122.3337491', 'human_address': '{""address"": ""1000 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1910,1.0,6.0,75600,10800,64800,"Distribution Center, Office, Parking",Distribution Center,51040.0,Office,10500.0,Parking,6000.0,,29.0,34.2,34.2,107.3,107.3,2103276.0,2103276.0,0.0,616435.0,2103363.0,0.0,0.0,0.0,14.66,0.07,No,,Compliant,,,49.0,,20.0,19584.0,1,1,,105,6.0,35741.531628991834,,11.233211562167625,9.287301413112312,11.079060882340366,14.559006687157645,14.559006687157645,3.5322256440685598,3.5322256440685598,2.6851226964585053,-2.659260036932778,10.484068642551527,4.653960350157523,,,,,,
472,632,2015,NonResidential,Small- and Mid-Sized Office,PROVIDENT BUILDING,7666206871,"{'latitude': '47.59630585', 'longitude': '-122.33368683', 'human_address': '{""address"": ""568 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,DOWNTOWN,1909,1.0,6.0,75288,10800,64488,"Office, Parking",Office,65217.0,Parking,10918.0,,,,78.0,45.9,45.9,144.3,144.3,2996502.0,2996502.0,0.0,878117.0,2996261.0,4.0,365.0,0.0,20.91,0.11,No,,Compliant,,,49.0,,20.0,18379.0,1,1,,106,6.0,35629.414750773314,,11.229076038538624,9.287301413112312,11.074234438963437,14.912956166325507,14.912956166325507,3.8264651170664994,3.8264651170664994,3.0402275134405423,-2.2072749131897207,10.480926832721877,4.663439094112067,,,,,,
470,632,2016,NonResidential,Small- and Mid-Sized Office,Provident Building,7666206871,,2,DOWNTOWN,1909,1.0,6.0,75288,10800,64488,"Office, Parking",Office,65508.0,Parking,10918.0,,,,81.0,44.09999847,45.40000153,138.6000061,142.5,2891605.0,2972492.75,0.0,847370.625,2891229.0,3.75999999,376.0,,20.18,0.27,False,,Compliant,,,,,,,1,1,,107,6.0,35629.414750773314,,11.229076038538624,9.287301413112312,11.074234438963437,14.877322269253277,14.904911468519709,3.786459747758922,3.815512138747742,3.004692014925463,-1.3093333199837622,10.480926832721877,4.672828834461906,568 1st Avenue South,Seattle,WA,98104.0,47.59639,-122.33368
476,637,2015,NonResidential,Mixed Use Property,STADIUM INNOVATION CENTER,7666207045,"{'latitude': '47.58927917', 'longitude': '-122.33579254', 'human_address': '{""address"": ""1531 UTAH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,2009,1.0,6.0,286000,111774,174226,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,111774.0,Office,108747.0,Other,49271.0,,,374.4,365.4,1175.0,1146.9,65225380.0,63664584.0,0.0,19104500.0,65187260.0,408.0,40816.0,0.0,456.6,0.62,No,,Compliant,,,57.0,,35.0,19584.0,1,1,,6,6.0,69934.7276857668,,12.56374708980199,11.624234254517763,12.068108585994652,17.993359214957064,17.96913898476586,5.9253247446034365,5.900992643943907,6.123807734095696,-0.4780358009429998,11.155317624386804,1.791759469228055,,,,,,
474,637,2016,NonResidential,Mixed Use Property,Stadium Innovation Center,7666207045,,2,GREATER DUWAMISH,2009,1.0,6.0,286000,111774,174226,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,111774.0,Office,108747.0,Other,49271.0,,,366.3999939,362.6000061,1150.300049,1138.400024,63835192.0,63172816.0,0.0,18705198.0,63822136.0,130.5299988,13053.0,,445.62,1.56,False,,Compliant,,,,,,,1,1,,7,6.0,69934.7276857668,,12.56374708980199,11.624234254517763,12.068108585994652,17.97181519498643,17.961384640003836,5.903725616151504,5.893300315143696,6.09946657090926,0.44468582126144574,11.155317624386804,1.9459101490553132,1531 Utah Ave S,Seattle,WA,98134.0,47.58924,-122.33566
484,650,2015,NonResidential,Small- and Mid-Sized Office,45TH STREET PLAZA - OFFICE BUILDING AND PARKING GA,7733600055,"{'latitude': '47.6615192', 'longitude': '-122.3162379', 'human_address': '{""address"": ""1100 NE 45TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,2001,1.0,6.0,91706,36583,55123,"Office, Other, Parking",Office,53281.0,Parking,34701.0,Other,3724.0,,3.0,134.3,134.3,421.6,421.6,7654264.0,7654264.0,0.0,2243336.0,7654580.0,0.0,0.0,0.0,53.36,0.22,No,,Compliant,,,60.0,,38.0,18383.0,1,1,,14,6.0,32191.09676567366,,11.426343086856512,10.507338930610485,10.917322330911832,15.850773436141967,15.850773436141967,4.900076103529192,4.900076103529192,3.977061401607368,-1.5141277326297755,10.379445195339446,2.6390573296152584,,,,,,
482,650,2016,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,7733600055,,4,NORTHEAST,2001,1.0,6.0,91706,36583,55123,"Office, Other, Parking",Office,53281.0,Parking,34701.0,Other,3724.0,,2.0,150.3000031,150.3000031,472.1000061,472.1000061,8570571.0,8570571.0,0.0,2511890.5,8570570.0,0.0,0.0,,59.75,0.65,False,,Compliant,,,,,,,1,1,,15,6.0,32191.09676567366,,11.426343086856512,10.507338930610485,10.917322330911832,15.963844916125726,15.963844916125726,5.012633317384345,5.012633317384345,4.09016919081162,-0.4307829160924542,10.379445195339446,2.70805020110221,1100 NE 45th ST,Seattle,WA,98105.0,47.66158,-122.31625
485,651,2015,NonResidential,Medical Office,BIOMED FAIRVIEW RESEARCH CENTER,7863500020,"{'latitude': '47.62395105', 'longitude': '-122.333912', 'human_address': '{""address"": ""530 FAIRVIEW AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,LAKE UNION,2008,1.0,5.0,96188,37287,58901,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,,24.0,139.9,150.1,345.5,356.2,13253979.0,14217061.0,0.0,2639313.0,9005710.0,42486.0,4248643.0,0.0,288.43,2.6,No,,Compliant,,,56.0,,10.0,18390.0,1,1,,7,5.0,33487.52595231389,1,11.47405988874836,10.526400019413622,10.983613347424248,16.39980836720171,16.4699532802466,4.940927881671436,5.011301738639416,5.664452422192262,0.9555114450274363,10.418928288837675,1.9459101490553132,,,,,,
483,651,2016,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,7863500020,,7,LAKE UNION,2008,1.0,5.0,129093,39902,89191,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,,6.0,203.1999969,210.0,473.6000061,480.7999878,19248732.0,19892050.0,0.0,3458477.0,11800324.0,74484.07031,7448407.0,,477.85,3.7,False,,Compliant,,,,,,,1,1,,8,5.0,44550.1448936239,1,11.768288353830998,10.594181726935007,11.398535416616683,16.772955746398665,16.805830712386904,5.314190700448421,5.3471075307174685,6.169296875712189,1.308332819650179,10.704370685275796,2.0794415416798357,530 Fairview Avenue North,Seattle,WA,98109.0,47.62395,-122.33392
486,652,2015,NonResidential,Large Office,WEST SEATTLE CORPORATE CENTER,7881500200,"{'latitude': '47.5679286', 'longitude': '-122.3641365', 'human_address': '{""address"": ""4025 DELRIDGE WAY SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98106""}'}",1,DELRIDGE,1991,1.0,5.0,138106,16221,121885,Office,Office,116251.0,,,,,,45.0,66.8,66.8,209.7,209.7,7761927.0,7761927.0,0.0,2274891.0,7762250.0,0.0,0.0,0.0,54.11,0.15,No,,Compliant,,,45.0,,49.0,18385.0,1,1,,24,5.0,55603.27099094607,,11.835776785231296,9.694061978050115,11.710833256216178,15.864741186074184,15.864741186074184,4.2017030805426,4.2017030805426,3.991019011654644,-1.8971199848858813,10.925997309280623,3.1780538303479458,,,,,,
484,652,2016,NonResidential,Large Office,West Seattle Corporate Center,7881500200,,1,DELRIDGE,1991,1.0,5.0,138106,16221,121885,"Office, Parking",Office,119083.0,Parking,16221.0,,,,41.0,70.40000153,70.40000153,221.0,221.0,8381834.5,8381834.5,0.0,2456574.75,8381833.0,0.0,0.0,,58.43,0.42,False,,Compliant,,,,,,,1,1,,25,5.0,55603.27099094607,,11.835776785231296,9.694061978050115,11.710833256216178,15.94157736258122,15.94157736258122,4.254193284896951,4.254193284896951,4.067829456566345,-0.8675005677047231,10.925997309280623,3.2188758248682006,4025 Delridge Way SW,Seattle,WA,98106.0,47.56787,-122.36419
492,661,2016,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,6108450000,,3,EAST,1985,1.0,10.0,422503,206580,215923,Medical Office,Medical Office,197408.0,,,,,,46.0,87.40000153,87.40000153,264.7000122,264.7000122,17254810.0,17254810.0,994154.3125,4765725.0,16260654.0,0.0,0.0,,190.1,0.45,False,,Compliant,,,,,,,1,1,,31,10.0,80369.57452000475,1,12.953951826345872,12.238443025560624,12.282677141630193,16.663601503152545,16.663601503152545,4.470495300167211,4.470495300167211,5.247550249494384,-0.7985076962177716,11.29439095717763,3.4339872044851463,1229 madison Street,Seattle,WA,98104.0,47.61002,-122.32222
494,661,2015,NonResidential,Medical Office,NORDSTROM ELMER J MEDICAL TOWER CONDOMINIUM,6108450000,"{'latitude': '47.61009216', 'longitude': '-122.32214355', 'human_address': '{""address"": ""1229 MADISON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,1985,1.0,10.0,422503,206580,215923,Medical Office,Medical Office,197408.0,,,,,,48.0,90.5,90.5,268.7,268.7,17871658.0,17871658.0,1582184.0,4774172.0,16290151.0,0.0,0.0,0.0,235.69,0.39,No,,Compliant,,,19.0,,12.0,18379.0,1,1,,30,10.0,80369.57452000475,1,12.953951826345872,12.238443025560624,12.282677141630193,16.69872666402924,16.69872666402924,4.505349850705881,4.505349850705881,5.462517382228296,-0.941608539858445,11.29439095717763,3.4011973816621555,,,,,,
497,674,2015,NonResidential,Medical Office,7TH & MADISON OFFICE BLDG. -(THE POLYCLINIC),8590400395,"{'latitude': '47.60700323', 'longitude': '-122.32910715', 'human_address': '{""address"": ""904 7TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,EAST,2008,1.0,9.0,302902,101342,201560,"Medical Office, Parking",Medical Office,201365.0,Parking,86270.0,,,,61.0,70.6,71.0,216.4,216.8,14224039.0,14292832.0,0.0,4016264.0,13704062.0,5205.0,520546.0,0.0,123.18,0.21,No,,Compliant,,,19.0,,12.0,18379.0,1,1,,7,9.0,76270.07643509563,1,12.62116459983275,11.526256214378872,12.213842382794535,16.470443978576835,16.475268710816717,4.257030144499196,4.2626798770413155,4.813646700258897,-1.5606477482646683,11.242035957322402,1.9459101490553132,,,,,,
495,674,2016,NonResidential,Medical Office,7th and Madison,8590400395,,7,EAST,2008,1.0,9.0,302902,101342,201560,"Medical Office, Parking",Medical Office,201365.0,Parking,86270.0,,,,58.0,73.30000305,73.5,223.8000031,224.1000061,14751117.0,14802479.0,0.0,4148730.5,14155468.0,5956.470215,595647.0,,130.32,0.43,False,,Compliant,,,,,,,1,1,,8,9.0,76270.07643509563,1,12.62116459983275,11.526256214378872,12.213842382794535,16.50682936669638,16.510305224707785,4.294560650502428,4.297285406218791,4.86999296429379,-0.843970070294529,11.242035957322402,2.0794415416798357,904   7th Ave.,Seattle,WA,98122.0,47.60707,-122.3288
498,675,2015,NonResidential,Medical Office,NINTH & JEFFERSON BLDG - HARBORVIEW,8590400545,"{'latitude': '47.60395194', 'longitude': '-122.3240621', 'human_address': '{""address"": ""908 JEFFERSON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,2008,1.0,15.0,434475,250000,184475,"Medical Office, Parking",Medical Office,434475.0,Parking,250000.0,,,2011,60.0,126.7,130.4,302.0,306.5,55030192.0,56652364.0,21474092.0,9834730.0,33557492.0,0.0,0.0,0.0,1891.47,4.02,No,,Compliant,,,19.0,,16.0,18379.0,1,1,,7,15.0,78837.04387088433,1,12.981893684632935,12.429216196844383,12.125269231926568,17.82339253803585,17.852444274488185,4.841822087327094,4.870606649492553,7.545109583519075,1.3912819026309295,11.275138265267957,1.9459101490553132,,,,,,
499,677,2015,NonResidential,Medical Office,CABRINI MEDICAL TOWER,8590901010,"{'latitude': '47.60861082', 'longitude': '-122.3252543', 'human_address': '{""address"": ""901 BOREN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,1973,1.0,19.0,319911,156407,163504,"Medical Office, Parking",Medical Office,170727.0,Parking,69171.0,,,,53.0,86.9,91.6,235.6,241.3,14830411.0,15633396.0,3274333.0,3386893.0,11556559.0,0.0,0.0,0.0,333.3,0.89,No,,Compliant,,,19.0,,12.0,18379.0,1,1,,42,19.0,79107.39989903106,1,12.675798111091979,11.96021686312503,12.00459273385199,16.512190427823143,16.564919953269147,4.464758032271346,4.517431271680085,5.8090429853136945,-0.11653381625595151,11.278561700568867,3.7376696182833684,,,,,,
496,677,2016,NonResidential,Medical Office,Cabrini Medical Tower,8590901010,,3,EAST,1973,1.0,19.0,319911,156407,163504,"Medical Office, Parking",Medical Office,170727.0,Parking,69171.0,,,,50.0,88.30000305,90.69999695,236.3000031,238.5,15067340.0,15490998.0,3593940.25,3362660.75,11473398.0,0.0,0.0,,357.39,1.12,False,,Compliant,,,,,,,1,1,,43,19.0,79107.39989903106,1,12.675798111091979,11.96021686312503,12.00459273385199,16.528040045401255,16.555769638981268,4.48074014215125,4.507557323493748,5.878827622479379,0.11332868530700327,11.278561700568867,3.7612001156935624,901 Boren Avenue,Seattle,WA,98104.0,47.60883,-122.32494
500,681,2016,NonResidential,Large Office,1633 Westlake Building,8807900360,,7,MAGNOLIA / QUEEN ANNE,2000,1.0,4.0,191146,94892,96254,"Office, Parking",Office,103000.0,Parking,80000.0,,,,93.0,49.5,49.5,155.5,155.5,5101504.5,5101504.5,0.0,1495165.25,5101504.0,0.0,0.0,,35.56,0.19,False,,Compliant,,,,,,,1,1,,16,4.0,48883.3630133206,,12.160792812931241,11.460494681782254,11.474745809728061,15.445046054190609,15.445046054190609,3.901972669574645,3.901972669574645,3.571221410645704,-1.6607312068216509,10.797192392896948,2.772588722239781,1633 Westlake Avenue North,Seattle,WA,98109.0,47.63347,-122.34078
503,681,2015,NonResidential,Large Office,OFFICE BUILDING,8807900360,"{'latitude': '47.63380792', 'longitude': '-122.3407964', 'human_address': '{""address"": ""1633 WESTLAKE AVE N"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98109""}'}",7,MAGNOLIA / QUEEN ANNE,2000,1.0,4.0,191146,94892,96254,"Office, Parking",Office,103000.0,Parking,80000.0,,,,93.0,48.9,48.9,153.4,153.4,5032796.0,5032796.0,0.0,1475028.0,5033004.0,0.0,0.0,0.0,35.09,0.07,No,,Compliant,,,50.0,,7.0,18390.0,1,1,,15,4.0,48883.3630133206,,12.160792812931241,11.460494681782254,11.474745809728061,15.431486252451439,15.431486252451439,3.8897773964808264,3.8897773964808264,3.5579161895951237,-2.659260036932778,10.797192392896948,2.70805020110221,,,,,,
504,682,2015,NonResidential,Other,ALLSTAR FITNESS,9358000300,"{'latitude': '47.56800769', 'longitude': '-122.3676399', 'human_address': '{""address"": ""2629 SW ANDOVER ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98126""}'}",1,DELRIDGE,2001,1.0,3.0,68763,11527,57236,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,,123.4,136.4,266.5,280.2,6171270.0,6822030.0,0.0,960217.0,3276396.0,28950.0,2895010.0,0.0,176.59,2.36,No,,Compliant,,,45.0,,49.0,19581.0,1,1,,14,3.0,35653.73227739654,1,11.138421088562476,9.352447388601012,10.954938350026625,15.635415209384472,15.735667639488438,4.8154311114712876,4.915591745409362,5.173830661425033,0.8586616190375187,10.481609112575681,2.6390573296152584,,,,,,
501,682,2016,NonResidential,Other,West Seattle Fitness,9358000300,,1,DELRIDGE,2001,1.0,3.0,68763,11527,57236,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,,180.6000061,191.8999939,343.1000061,355.0,9029489.0,9596839.0,0.0,1075838.875,3670762.0,53587.26172,5358726.0,,310.19,4.51,False,,Compliant,,,,,,,1,1,,15,3.0,35653.73227739654,1,11.138421088562476,9.352447388601012,10.954938350026625,16.016006334644654,16.07694433138319,5.196284674759186,5.256974371226264,5.737185012956527,1.506297153514587,10.481609112575681,2.70805020110221,2629 SW Andover Street,Seattle,WA,98121.0,47.56797,-122.36711
507,685,2015,NonResidential,Large Office,818 STEWART,2285050000,"{'latitude': '47.6156434', 'longitude': '-122.3350443', 'human_address': '{""address"": ""818 STEWART ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2008,1.0,14.0,362046,124506,237540,"Office, Other, Parking",Office,234864.0,Parking,97874.0,Other,3534.0,"2017, 2015",81.0,74.7,74.8,233.7,233.8,17812788.0,17832980.0,0.0,5189878.0,17708599.0,1049.0,104922.0,0.0,129.02,0.15,No,,Compliant,,,56.0,,31.0,18081.0,1,1,,7,14.0,89911.6148889562,,12.799526554558172,11.73210918649675,12.378091309328232,16.69542718428349,16.69656010991773,4.3134800921387715,4.314817884980432,4.859967431104096,-1.8971199848858813,11.406582409989316,1.9459101490553132,,,,,,
510,690,2015,NonResidential,Large Office,ONE CONVENTION PLACE,5342900000,"{'latitude': '47.61144638', 'longitude': '-122.33274841', 'human_address': '{""address"": ""701 PIKE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2001,1.0,23.0,538933,84660,454273,"Office, Parking",Office,357345.0,Parking,122821.0,,,"2015, 2014, 2013, 2011, 2009, 2008",92.0,42.0,42.0,131.7,131.7,14991744.0,14991744.0,0.0,4393829.0,14992367.0,0.0,0.0,0.0,104.51,0.07,No,,Compliant,,,14.0,,31.0,18081.0,1,1,,14,23.0,149046.1909391838,,13.197346537897557,11.346398514074915,13.026453617888007,16.523010207540803,16.523010207540803,3.7376696182833684,3.7376696182833684,4.649282760606412,-2.659260036932778,11.912011543188818,2.6390573296152584,,,,,,
512,692,2015,NonResidential,Other,2323 ELLIOTT,6780950000,"{'latitude': '47.61222215', 'longitude': '-122.3490938', 'human_address': '{""address"": ""2323 ELLIOTT AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1983,1.0,6.0,275982,197130,78852,"Office, Parking",Parking,197040.0,Office,78852.0,,,,,71.7,71.7,225.1,225.1,5653656.0,5653656.0,0.0,1656992.0,5653891.0,0.0,0.0,0.0,39.41,0.05,No,,Compliant,,,5.0,,9.0,19576.0,1,1,,32,6.0,40655.25498736927,1,12.528090925181235,12.191618688560023,11.275327956685867,15.547812973502877,15.547812973502877,4.272490747605575,4.272490747605575,3.6740195912069122,-2.995732273553991,10.612883380602819,3.4657359027997265,,,,,,
509,692,2016,NonResidential,Other,2323 Elliott,6780950000,,7,DOWNTOWN,1983,1.0,6.0,275982,197130,78852,"Office, Parking",Parking,197040.0,Office,78852.0,,,,,66.40000153,66.40000153,208.3999939,208.3999939,5233553.5,5233553.5,0.0,1533866.75,5233553.0,0.0,0.0,,36.49,0.13,False,,Compliant,,,,,,,1,1,,33,6.0,40655.25498736927,1,12.528090925181235,12.191618688560023,11.275327956685867,15.4706010508292,15.4706010508292,4.195697079524557,4.195697079524557,3.5970382504483562,-2.0402208285265546,10.612883380602819,3.4965075614664802,2323 Elliott Avenue,Seattle,WA,98121.0,47.61234,-122.34897
514,694,2015,NonResidential,Large Office,RAINIER COMMONS,7135400000,"{'latitude': '47.57473593', 'longitude': '-122.3209', 'human_address': '{""address"": ""3100 AIRPORT WAY S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,2007,1.0,1.0,158931,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,,20.0,58.6,62.7,176.0,186.2,7577723.0,8104771.0,0.0,2077224.0,7087782.0,4902.0,490233.0,0.0,75.45,0.28,No,,Compliant,,,57.0,,36.0,19584.0,1,1,,8,1.0,145002.68141211173,,11.976225424749344,10.253475186175006,11.779511574127275,15.84072331671234,15.907963458588661,4.070734696582967,4.138361447638875,4.323470185213858,-1.2729656758128873,11.88450751372905,2.0794415416798357,,,,,,
